Date,Last Price,Volume,SMAVG (15)
7/1/2019,175.05,25911000,20791018
6/28/2019,169.45,19974264,21495170
6/27/2019,170.9,18349356,21351408
6/26/2019,168.99,22416436,21178980
6/25/2019,165.8,20447748,21231790
6/24/2019,168.1,18422558,21696424
6/21/2019,167.55,17415776,22151882
6/20/2019,168.25,24004748,22782912
6/19/2019,165.46,20798072,22338906
6/18/2019,165.51,35754832,22957242
6/17/2019,159.91,16079839,23147118
6/14/2019,158.1,14981551,23507776
6/13/2019,160.33,17571394,24301798
6/12/2019,160.04,16329285,24852452
6/11/2019,162.65,23408398,25230910
6/10/2019,159.85,36473288,25897938
6/7/2019,154.23,17817824,24969012
6/6/2019,151.5,15762951,25153104
6/5/2019,151.65,23208594,26609602
6/4/2019,154.15,27417246,26253970
6/3/2019,149.91,25254432,25914868
5/31/2019,149.26,26881220,25497038
5/30/2019,151.07,17344652,25220140
5/29/2019,152.48,30073136,25171238
5/28/2019,154.81,38602960,24677244
5/24/2019,155,21489716,23699796
5/23/2019,156,26891864,23235222
5/22/2019,158.83,25831224,22206970
5/21/2019,163.43,22006144,21645254
5/20/2019,160.65,33413826,21183278
5/17/2019,169.57,22539384,19533064
5/16/2019,175.57,20579208,18658514
5/15/2019,177.6,37610416,17975162
5/14/2019,174.84,17874110,16073485
5/13/2019,170.01,22330736,15642585
5/10/2019,178,18986984,14732387
5/9/2019,179.04,22727752,13992087
5/8/2019,179.59,16611096,13251182
5/7/2019,181.43,22663248,12956836
5/6/2019,188.24,23941224,12420393
5/3/2019,195.21,14521100,11664314
5/2/2019,190.39,11468106,11289594
5/1/2019,189.31,17405482,11235388
4/30/2019,185.57,15076485,10846903
4/29/2019,186.94,8660640,10823509
4/26/2019,187.09,9421120,11493136
4/25/2019,187.88,10328930,11998559
4/24/2019,185.67,9085262,13097899
4/23/2019,187.29,11410606,13026981
4/22/2019,185.38,8677765,13113925
4/18/2019,186.94,7882495,13458799
4/17/2019,187.55,11614169,13415498
4/16/2019,185.78,12195911,13199285
4/15/2019,183.07,14616599,12912748
4/12/2019,188.91,12600038,12439071
4/11/2019,184.98,8900299,12378298
4/10/2019,186.19,10655022,12435242
