Date,Last Price,Volume,SMAVG (15)
1/11/2019,143.8,12908031,27660162
1/10/2019,144.2,16125004,30626620
1/9/2019,144.23,22205880,31198892
1/8/2019,142.53,26263792,31340764
1/7/2019,138.05,20089336,31042232
1/4/2019,137.95,29002060,30912850
1/3/2019,131.74,22717948,30559176
1/2/2019,135.68,28146192,30398002
12/31/2018,131.09,24625308,30283068
12/28/2018,133.2,22627568,30054412
12/27/2018,134.52,31202508,30427116
12/26/2018,134.18,39723368,30367442
12/24/2018,124.06,22066002,29373832
12/21/2018,124.95,56901492,29618272
12/20/2018,133.4,40297944,27440752
12/19/2018,133.24,57404896,26744056
12/18/2018,143.66,24709084,24300418
12/17/2018,140.19,24333960,24270722
12/14/2018,144.06,21785820,23440866
12/13/2018,145.01,18148610,23686460
12/12/2018,144.5,23696936,25272518
12/11/2018,142.08,20300348,26650238
12/10/2018,141.85,26422172,27780252
12/7/2018,137.42,21195460,28040126
12/6/2018,139.63,28218144,28098320
12/4/2018,137.93,30307400,27226558
12/3/2018,141.09,24819226,26442206
11/30/2018,140.61,25732576,25942718
11/29/2018,138.68,24238712,25836934
11/28/2018,136.76,29847504,25679512
11/27/2018,135,20750318,24800820
11/26/2018,136.38,24263640,24482122
11/23/2018,131.73,11886128,24511792
11/21/2018,134.82,25469736,25428770
11/20/2018,132.43,41939476,27737536
11/19/2018,131.55,44362728,28310124
11/16/2018,139.53,37250560,27441728
11/15/2018,143.85,30320280,27045246
11/14/2018,144.22,22068384,26497608
11/13/2018,142.16,15141710,26876022
11/12/2018,141.55,18542124,27139576
11/9/2018,144.96,17326898,26931746
11/8/2018,147.87,24145814,27094042
11/7/2018,151.53,21877372,26929326
11/6/2018,149.94,16667124,26643636
11/5/2018,148.68,15969849,26811166
11/2/2018,150.35,24708696,26775412
11/1/2018,151.75,25640786,26814398
10/31/2018,151.79,60101252,27460938
10/30/2018,146.22,50528280,25494854
10/29/2018,142.09,31336784,23382596
